country,iso_country_code_2018,population_2018,surface_area_(km2)_2018,gini_index_varies_by_country,happy_planet_index_2016,happy_planet_index_2019,human_development_index_2017,human_development_index_2021,sustainable_economic_development_assessment_(seda)_2018,gdp_growth_(annual_%)_2018,gdp_growth_(annual_%)_2021_or_latest_year,gdp_($_usd_billions_ppp)_2018,gdp_($_usd_billions_ppp)_2019,gdp_($_usd_billions_ppp)_2020,gdp_($_usd_billions_ppp)_2021,gdp_per_capita_in_$_(ppp)_2018,gdp_per_capita_in_$_(ppp)_2019,gdp_per_capita_in_$_(ppp)_2020,gdp_per_capita_in_$_(ppp)_2021,economic_growth_2018,economic_growth_2021_or_latest,health_expenditure_%_of_gdp_2014,health_expenditure_%_of_gdp_2015,health_expenditure_%_of_gdp_2016,health_expenditure_%_of_gdp_2017,health_expenditure_%_of_gdp_2018,health_expenditure_%_of_gdp_2019,health_expenditure_%_of_gdp_2020,health_expenditure_%_of_gdp_2021,health_expenditure_%_of_gdp_2021_or_latest,health_expenditure_per_person_2015,health_expenditure_per_person_2018,health_expenditure_per_person_2019,infant_mortality_2020,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",education_expenditure_%_of_gdp_2014,education_expenditure_%_of_gdp_2018,education_expenditure_%_of_gdp_2021_or_latest_year,education_as_%_of_gdp_2018,education_as_%_of_gdp_2021_or_latest,%_of_primary_school_aged_kids_out_of_school_2018,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,unemployment_(%)_2018,unemployment_(%)_2021,%_of_population_in_extreme_poverty_latest_year,%_of_population_with_access_to_electricity_2020,political_rights_score__2018,political_rights_score__2022,civil_liberties_score__2018,civil_liberties_score__2022,political_stability_&_absence_of_violence_2017,political_stability_&_absence_of_violence_2021,government_effectiveness_2017,government_effectiveness_2021,regulatory_quality_2017,regulatory_quality_2021,rule_of_law_2017,rule_of_law_2021,control_of_corruption_2017,control_of_corruption_2021,judicial_effectiveness_score_2018,judicial_effectiveness_score_2022,government_integrity_score_2018,government_integrity_score_2022,overall_economic_freedom_score_2017,overall_economic_freedom_score_2022,financial_freedom_score_2018,financial_freedom_score_2022,government_expenditure_(%_of_gdp)_2018,co2e_emissions_per_capita_2019,share_of_electricity_from_renewables_generation_2015,share_of_electricity_from_renewables_generation_2020_or_latest_year,%_of_seats_held_by_women_in_national_parliaments_2017,%_of_seats_held_by_women_in_national_parliaments_2018,%_of_seats_held_by_women_in_national_parliaments_2021,military_spending_as_%_of_gdp_2021,military_spending_as_%_of_gdp_2019
South Africa,ZAF,57000000,1214470,62.5,15.9,36.2,0.699,0.713,38.5,1.3,4.914602661,16.95226236,18.32224928,18.76935082,19.39520183,14207.43285,14288.58989,13359.48433,14420.17432,1.487617373,4.914602661,5.489779949,5.482850075,5.444240093,5.598670006,5.644010067,5.917709827,6.192880154,,6.192880154,1086,564.5032959,546.6884155,41.7,119,6.04693985,5.644010067,6.192880154,5.644010067,6.192880154,11.00796032,10.78703976,25.9,33.55899811,,84.38553619,32,33,46,46,-0.27,-0.706576824,0.28,-0.017443843,0.23,-0.073147528,-0.01,0.130612433,-0.01,0.022103222,65.9,61.3,45.4,48.4,63,56.2,50,50,32.6,7.507736092,0.024,0.070122319,42,42.7480916,46.58227848,,0.01
South Sudan,SSD,13000000,644329,46,,,0.388,0.385,,,,801.9252654,802.8318715,751.1939277,788.1121244,,,,,,,1.232460022,1.465559959,1.543900013,,,,,,,71,26.70323944,22.63818741,50.3,1150,1.712970018,,,,,,,,13.91499996,,7.241338253,-2,-3,4,4,-2.46,-2.302444935,-2.48,-2.382605553,-1.94,-1.984556794,-1.94,-2.045078039,-1.71,-1.817446232,,,,,,,,,,0.153677683,0.006,0.007172829,28.5,28.45953003,32.36363636,0.02368215,0.034
Spain,ESP,47000000,498980,35.9,36,52.3,0.891,0.905,71.8,3.2,5.129455127,1883.934959,1923.218609,1715.070842,1803.044631,40696.38768,41695.14695,37756.351,40775.27862,2.288785676,5.129455127,4.303380013,4.286570072,4.227640152,4.207779884,4.181570053,,,,,3183,2740.269287,2711.192871,1.7,4,4.279900074,4.181570053,,4.181570053,,3.075900078,2.800189972,19.4,14.7329998,0.6,100,38,37,56,53,0.27,0.579050899,1.03,0.947267354,0.94,0.811001599,1.01,0.875867248,0.49,0.741642237,62,74.3,51.5,67.2,65.1,68.2,70,70,43.7,5.09135092,0.362,0.460272862,39.1,39.14285714,43.42857143,0.013707815,0.012
Sri Lanka,LKA,21000000,64630,39.2,33.8,46.8,0.77,0.782,49.3,5.2,3.655632256,278.6831524,285.1731807,274.8636245,284.9116278,13167.5553,13631.5552,13226.73006,14127.21128,3.272000478,3.655632256,1.932880044,2.22874999,,,2.135390043,1.929999948,,,1.929999948,353,162.1083984,160.6969605,33.9,36,1.932880044,2.135390043,1.929999948,2.135390043,1.93,0.539619982,,5,5.394999981,,100,24,23,31,32,-0.06,-0.317933023,-0.15,-0.083028436,-0.13,-0.369962692,0.06,0.038458109,-0.45,-0.334563583,52,57.7,30.7,40.1,57.8,53.3,40,40,18.9,1.090675627,0.498,0.331997688,5.8,5.777777778,5.381165919,0.018755388,0.019
Sudan,SDN,41000000,1861484,,,39.6,0.502,0.508,26.5,3.5,0.114588214,182.662732,178.6838791,172.1980016,172.3953202,4474.155762,4349.709961,4142.11084,4217.220703,-2.68093055,0.114588214,,,,,,,,,,277,59.51420593,46.92884064,28.9,295,,,,,,32.86759949,,13.3,19.80500031,,55.38970184,4,0,4,10,-2.01,-1.93503511,-1.41,-1.637499332,-0.56,-1.465404272,-1.11,-1.210105419,-1.54,-1.289687276,21.4,13.2,21.2,14.6,49.4,32,20,20,12.5,0.481626765,0.657,0.552479998,30.5,30.51643192,,0.010164471,0.016
Suriname,SUR,600000,156000,,25.4,,0.72,0.73,52.7,0.1,-3.478664193,10.94700983,11.06725921,9.306685013,8.982936694,19459.7015,19840.18306,16733.38268,16675.63838,4.948270766,-3.478664193,,5.534684658,5.640516758,5.458669662,4.922540188,6.832258701,5.007072449,,5.007072449,1017,475.0387878,619.2471314,4.7,120,,4.922540188,5.007072449,4.922540188,5.01,13.8299799,11.76949978,10,10.06499958,,98.20477295,34,34,44,45,0.14,0.374922007,-0.62,-0.645067036,-0.54,-0.704956353,-0.15,-0.102680579,-0.17,-0.396517456,21.4,45.8,39.9,37.6,48.1,48.1,30,30,28.1,4.558253785,0.613,0.582158788,25.5,25.49019608,29.41176471,,
Sweden,SWE,10000000,410335,24.9,28,50.5,0.933,0.947,81.9,4.1,4.800611582,532.6652532,543.2450285,527.2509066,552.5621747,53521.63064,54598.78035,55064.88501,59323.96461,1.950022846,4.800611582,7.573729992,7.443900108,7.618619919,7.568830013,7.640840054,,,,7.640840054,5299,6005.065918,5671.385742,37.4,4,7.681250095,7.640840054,,7.640840054,,0.128470004,0.124930002,7.1,8.661000252,0.2,100,40,40,60,60,0.98,1.034035444,1.84,1.652336717,1.8,1.752570987,1.94,1.733830452,2.14,2.130344868,88.2,97.1,92.9,95.7,76.3,77.9,80,80,50.6,3.405037919,0.647,0.701209982,43.6,46.13180516,46.99140401,0.012768498,0.011
Switzerland,CHE,8000000,39997,29.5,34.3,60.1,0.944,0.962,83.8,0.9,3.69215263,601.0885712,608.3677069,593.810526,615.734917,71660.20684,72033.92944,71745.2994,77324.08811,2.916905098,3.69215263,4.877799988,4.93844986,4.926459789,4.951570034,4.863259792,,,,4.863259792,7583,9870.664063,9666.337891,,5,5.051229954,4.863259792,,4.863259792,,0.082479998,0.084849998,4.6,5.321000099,,100,39,39,57,57,1.21,1.131445169,2.06,2.032248974,1.88,1.732929707,1.93,1.808163881,1.99,1.989697456,82.1,98,82.8,92.3,81.7,84.2,90,90,34,4.359041462,0.654,0.674401393,32.5,32.5,42.5,0.007116428,0.007
Syria,SYR,18000000,183630,,19.1,,0.536,0.577,,-4.8,,,,,,,,,,1.475766476,,,,,,,,,,,,,,,31,,,,,,,,14.3,10.57299995,,89.14031982,-3,-3,2,4,-2.63,-2.663444519,-1.79,-1.739780784,-1.83,-1.628919244,-2.09,-2.070137501,-1.56,-1.78,22.1,,23.1,,,,,,,1.506139442,0.024,0.075006957,13.2,13.2,11.2,,0.041
Taiwan,TWN,24000000,32260,33.6,,43.2,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,37,38,56,56,0.89,0.780216455,1.27,1.470059156,1.37,1.47355628,1.14,1.296202064,0.96,1.21,69.2,94.2,70.9,73.8,76.6,80.1,60,60,17.8,,0.044,0.066151994,,19.04761905,23.80952381,0.017428234,0.017
Tajikistan,TJK,9000000,141510,32.6,34.2,55.2,0.65,0.685,41.3,3,9.200190431,31.08211789,33.38239741,34.85123948,38.05761988,3496.891341,3732.561094,3854.190435,4288.360975,7.599278842,9.200190431,,4.967740059,5.763679981,5.83796978,5.5583601,5.712900162,,,5.712900162,193,59.84311676,61.87225342,36.1,17,,5.5583601,5.712900162,5.5583601,5.71,,,10.8,7.754000187,,99.77929688,1,0,10,8,-0.67,-0.607831001,-1.12,-0.591922224,-1.06,-1.125773072,-1.35,-1.185183287,-1.33,-1.338215113,50.3,9.1,38.2,17.8,58.3,49.7,30,30,30.9,1.010618692,0.985,0.930539,19,37.17948718,36.8556701,0.010092128,0.012
Tanzania,TZA,57000000,885800,37.6,22.1,37,0.538,0.549,36,7,4.279084542,141.5857274,149.7976996,152.7881762,159.3261114,2652.081299,2772.928467,2779.683594,2932.626221,5.444967601,4.279084542,3.384880066,4.194869995,4.101970196,4.430510044,3.696439981,3.596836329,3.225153446,3.297790289,3.297790289,96,42.03595352,40.34330368,31.9,524,3.481430054,3.696439981,3.297790289,3.696439981,3.3,17.6490593,16.0789299,2.6,2.648999929,13.6,39.90000153,22,12,30,22,-0.58,-0.436965555,-0.63,-0.63177985,-0.58,-0.626817405,-0.45,-0.523068845,-0.48,-0.355093211,34.7,27,31.8,36.9,59.9,59.5,50,50,18.5,0.21463496,0.353,0.334667851,36.4,,,0.010674274,0.013
Thailand,THA,69000000,510890,44.5,37.3,52.9,0.755,0.8,52.4,2.8,1.566295338,1256.760375,1283.801537,1204.263752,1223.126079,18533.96473,19216.84294,18197.94241,19209.49244,4.222870287,1.566295338,3.723560095,3.759670019,3.637520075,3.355730057,3.056770086,2.968980074,,,2.968980074,610,278.6308289,296.1651001,28.4,37,,3.056770086,2.968980074,3.056770086,2.97,,,0.6,1.417999983,0,100,6,5,25,24,-0.76,-0.545783877,0.38,0.253084868,0.14,0.094138965,0.04,0.114909612,-0.39,-0.45705694,45.3,36.2,34.7,38.5,67.1,63.2,60,60,22,3.836090019,0.09,0.167177064,4.8,5.284552846,15.74642127,0.013184427,0.013
Timor-Leste,TLS,1200000,14874,31.9,,,0.625,0.607,,4.3,4.399998458,3.923279217,4.6897236,5.176134942,5.4038848,3168.048885,3779.735417,4140.95507,4417.58414,-0.687542477,4.399998458,7.515490055,8.445150375,8.078379631,7.034530163,6.727479935,,,,,141,93.64685822,92.67004395,19.21122343,142,,6.727479935,,6.727479935,,4.186530113,4.904300213,4,5.073999882,,96.1233139,32,33,37,39,0.03,0.172169834,-1,-0.758729935,-0.74,-0.786749601,-1.17,-0.998198092,-0.54,-0.052512504,13.8,35.3,32,38.2,48.1,46.3,20,20,48,0.479460533,,0,32.3,33.84615385,38.46153846,0.011415807,0.01
Togo,TGO,8000000,54385,46,13.2,37.3,0.503,0.539,34.9,5.3,5.260594925,16.26206114,17.1499569,17.45056563,18.3685692,2110.579674,2211.453835,2223.316956,2380.165428,4.9762131,5.260594925,4.78455019,5.10860014,3.686490059,3.760529995,4.043940067,4.069143295,3.991246223,,3.991246223,96,54.8932724,51.1550293,7.4,396,4.87635994,4.043940067,3.991246223,4.043940067,3.99,5.308000088,1.217329979,6.8,4.004000187,8.5,53.99743271,18,15,29,27,-0.74,-0.801819801,-1.13,-0.647204578,-0.79,-0.633285165,-0.71,-0.55933398,-0.71,-0.668002546,28.2,35.1,31.4,28.8,47.8,57.2,30,30,29.8,0.293231207,0.761,0.170598378,17.6,17.58241758,18.68131868,0.017837304,0.031
Trinidad and Tobago,TTO,1400000,5128,,15.7,31.6,0.784,0.81,58.7,-1.8,-0.985307673,37.48751113,37.42324366,34.66354691,34.32200433,27616.8942,27959.52908,26125.15329,26868.09272,-0.706435308,-0.985307673,5.331940174,3.387208223,3.953912735,3.575496912,3.304037809,3.698091507,4.103740215,,4.103740215,2204,1143.170532,1167.933105,14.3,67,,3.304037809,4.103740215,3.304037809,4.103740215,,,3.9,4.804999828,,100,33,33,48,49,0.29,0.154863179,0.26,0.1926945,0.03,-0.085432321,-0.11,-0.136173189,-0.36,-0.277760476,49.8,59.3,33.1,44.2,57.7,58.8,50,50,39,12.32285487,,0.000578903,31,30.95238095,26.19047619,0.008880161,0.007
Tunisia,TUN,12000000,155360,40,26.2,43.9,0.735,0.731,49.3,0.8,3.342802469,131.8205055,133.5636512,121.8968987,125.9716712,11670.32794,11902.86201,10878.82319,11594.72067,2.624828395,3.342802469,6.881869793,6.220449924,7.32434988,,,,,,,774,236.7328339,233.0593109,8.1,43,,,,,,,,14.8,16.8239994,,100,30,26,40,38,-1.05,-0.69575119,-0.07,-0.167064905,-0.41,-0.388520211,0.07,0.095635317,-0.11,-0.229555964,41.7,49.5,36.8,47.3,58.9,54.2,30,30,28.6,2.557564208,0.03,0.039457219,31.3,31.33640553,26.26728111,0.028289775,0.026
Turkiye,TUR,81000000,769632,40.2,26.4,41.3,0.791,0.838,53.3,3.8,10.98618099,2331.742553,2352.485388,2394.678423,2657.762129,27960.98028,26867.47031,27235.42583,30472.37993,2.979885235,10.98618099,,,,,4.294069767,,,,,996,389.8655701,396.4668274,18.7,17,4.37116003,4.294069767,,4.294069767,,4.956200123,4.782030106,10.3,13.38599968,0,100,16,16,16,16,-1.8,-1.098093987,0.07,-0.086595356,0.04,-0.08191213,-0.25,-0.416483223,-0.19,-0.39,54.5,25.6,42,39.4,65.4,56.9,60,60,32.6,4.75658475,0.329,0.438287677,14.6,17.44966443,17.33333333,0.020638965,0.027
Turkmenistan,TKM,6000000,469930,40.8,14.6,33,0.706,0.745,,6.5,,86.8586567,92.33075207,,,15200.00155,16194.21262,,,6.199999941,6.3,,,,,,3.120650053,,,3.120650053,1004,460.3240662,500.0064392,13.92155047,7,,,3.120650053,,3.12,,,8.6,5.080999851,,100,0,0,4,2,-0.15,-0.31902495,-1.21,-0.928220212,-2,-2.018804789,-1.49,-1.441948295,-1.48,-1.41950345,5,8.3,27.3,7.4,47.1,46.2,10,10,16.1,12.26335409,0,1.42E-05,25.8,24.8,25,,
Uganda,UGA,43000000,197100,39.5,19.4,44.8,0.516,0.525,30.9,5,3.379633422,90.79031404,96.63607087,99.48809744,102.8504304,2175.55372,2275.02815,2294.147984,2397.761005,6.303923781,3.379633422,1.914720058,2.32152009,2.1378901,2.253639936,2.130520105,1.529999971,2.586275816,2.665053129,2.665053129,139,32.0545311,32.40844345,6.9,,2.25067997,2.130520105,2.665053129,2.130520105,2.665053129,,,2.3,2.936000109,13.7,42.07441711,11,11,26,23,-0.56,-0.859658301,-0.58,-0.570227385,-0.22,-0.476884723,-0.3,-0.352073669,-1.04,-0.998556554,40.3,29.2,28.3,24,62,54.2,40,40,17.4,0.132370788,0.808,0.9888398,34.3,34.29844098,33.81294964,0.02423854,0.021
Ukraine,UKR,45000000,579330,25.5,26.4,40.9,0.751,0.773,52.5,-9.9,3.4,521.4794527,538.164208,517.9679595,535.5788701,12631.65723,13345.38281,13087.30957,14219.79004,3.48836234,3.4,5.874939919,5.74255991,5.00977993,5.417079926,5.319920063,5.441299915,,,5.441299915,469,222.4753571,248.1334839,9.1,19,5.874939919,5.319920063,5.441299915,5.319920063,5.441299915,,,8.9,8.87899971,0,100,26,26,36,35,-1.89,-1.098818898,-0.46,-0.408967376,-0.32,-0.278163433,-0.71,-0.659907997,-0.78,-0.766656518,29.5,31.4,29,33.8,51.9,54.1,30,30,42.8,3.936583531,0.046,0.064587849,12.3,12.29314421,20.80378251,0.032283469,0.034
United Arab Emirates,ARE,9000000,83600,,,34.3,0.863,0.911,70.4,3.9,-6.134500803,644.9686613,666.9720167,626.056613,0,68568.09928,71144.71598,66766.05393,,1.189855642,-6.13,,,,,,3.86736989,3.879869938,,3.879869938,2426,1817.347656,1842.694458,7.6,3,,,3.879869938,,3.879869938,,0.236279994,3.7,3.35800004,0,100,5,5,12,12,0.63,0.649299502,1.4,1.39862752,1.01,1.01389575,0.8,0.830101609,1.13,1.178225279,83.4,35.4,77.3,71.8,77.6,70.2,60,60,31.2,19.32956328,0.002,0.027486496,22.5,22.5,50,,0.056
United Kingdom,GBR,66000000,241930,32.4,31.9,56,0.922,0.929,74.6,2.2,7.441273093,3113.879864,3165.942197,2872.446349,3086.192926,47573.48802,49041.46355,46526.91187,49675.30467,1.650925496,7.441273093,5.564509869,5.514110088,5.375329971,5.384990215,5.167990208,,,,,4145,4270.221191,4312.88916,8.2,7,5.693419933,5.167990208,,5.167990208,,0.663089991,1.134230018,4.8,4.526000023,,100,40,39,54,54,0.26,0.542117476,1.41,1.279481053,1.71,1.465596676,1.68,1.426642418,1.84,1.670565367,93.8,85.9,79,87.1,78,72.7,80,80,43,5.220514488,0.274,0.470783643,32,32.15384615,34.25925926,0.022232283,0.017
United States,USA,326000000,9147593,45,20.7,37.4,0.924,0.921,76,2.4,5.671107191,20048.20229,20507.07955,19808.89764,20932.28146,62805.25376,65094.79943,63027.67953,69287.53659,2.918856897,5.671107191,,4.953410149,4.798150063,5.109220028,4.912330151,,,,,9536,10515.32324,10921.0127,12.5,19,4.989480019,4.912330151,,4.912330151,,0.574209988,0.916570008,4.9,5.464000225,0.8,100,33,32,53,51,0.3,0.004954324,1.55,1.336411476,1.63,1.451740861,1.64,1.416656494,1.38,1.046862006,76.9,77.9,71.9,75.7,75.7,72.1,80,80,38.1,14.67341061,0.14,0.209092528,19.4,23.50230415,27.64976959,0.034832158,0.034
Uruguay,URY,3500000,175015,41.6,36.1,57.5,0.804,0.809,64.2,1.5,4.367009313,79.45468278,79.73312945,74.85228485,78.1210911,23585.39404,24004.82114,22728.21533,24625.45134,0.477907184,4.367009313,4.584980011,4.554249763,4.382810116,4.470970154,4.662799835,4.703259945,,,4.703259945,1748,1686.071289,1660.952881,5.4,17,,4.662799835,4.703259945,4.662799835,4.7,0.152820006,0.564779997,8.2,10.44699955,0.1,100,40,40,58,57,1.06,1.046310663,0.42,0.839954197,0.66,0.722562492,0.59,0.732000947,1.29,1.61529088,67,80.4,71.6,75.2,69.2,70,30,30,32.4,1.874784543,0.891,0.982809223,20.2,20.2020202,24.24242424,0.022563065,0.02
Uzbekistan,UZB,32000000,425400,36.8,29.1,54.1,0.71,0.727,43.1,8,7.420110242,233.4256009,246.7533442,251.4077174,270.0624472,7252.137355,7658.27241,7746.430969,8497.448308,5.354996888,7.420110242,5.713230133,5.494440079,5.380899906,5.032820225,5.900000095,7.001860142,4.922790051,,4.922790051,383,82.26926422,98.57316589,12.9,29,,5.900000095,4.922790051,5.900000095,4.92,0.726530015,0.935329974,8.9,7.160999775,,100,1,2,6,9,-0.28,-0.239797637,-0.56,-0.196801484,-1.26,-0.581233621,-1.11,-0.886045158,-1.16,-0.808077157,35.3,13.1,24.2,23.8,51.5,55.7,10,40,33.9,3.47554445,0.215,0.108173641,16,16,32.65306122,,0.036
Venezuela,VEN,32000000,882050,39,33.6,48.9,0.761,0.691,43.1,-5.7,,,,,,,,,,,,,1.930179954,1.190230012,1.344079971,,,,,,579,464.044342,338.8253784,,125,,,,,,,,6.9,6.413000107,,100,8,1,18,13,-1.18,-1.526048303,-1.4,-1.85184741,-1.96,-2.195711136,-2.26,-2.295974493,-1.36,-1.61,13.8,4.6,7.5,7.1,25.2,24.8,10,10,37.7,3.939566209,0.649,0.68400617,22.2,22.15568862,22.15568862,,0.005
Vietnam,VNM,96000000,310070,34.8,40.3,48.4,0.694,0.703,50.8,6.7,2.588924502,912.3397003,977.5719888,1006.312605,1032.365279,9776.8195,10561.97128,10904.45215,11553.06992,7.2,2.588924502,,4.465760231,4.344810009,4.085539818,4.167449951,4.061970234,,,4.061970234,334,163.1509552,180.7181854,21.1,43,,4.167449951,4.061970234,4.167449951,4.06,,,2.2,2.165999889,0.2,100,3,3,17,16,0.31,-0.114602096,0,0.277978897,-0.4,-0.398171872,0.07,-0.146356195,-0.58,-0.285784245,36.3,33.8,30.4,33.6,53.1,60.6,40,50,29.4,3.488312636,0.379,0.281964704,26.7,26.72064777,30.26052104,,0.02
Yemen,YEM,28000000,527968,37.9,22.8,44.6,0.452,0.455,23.9,-28.1,-2.061513051,,,,,,,,,0.752447588,-2.061513051,,,,,,,,,,144,,,25.8,164,,,,,,,,17.1,13.57400036,,73.75792694,1,1,12,8,-2.96,-2.588037968,-1.92,-2.304463625,-1.45,-2.007948637,-1.75,-1.798878312,-1.59,-1.65,16.6,,21.2,,,,,,25.2,0.380633361,,0.145733506,0,0,0,,0.04
Zambia,ZMB,17000000,743398,57.5,25.2,34.4,0.588,0.565,33.2,3.6,3.572815303,61.10485865,61.98556666,60.2592345,62.41218565,3605.676095,3616.903819,3457.328102,3623.854913,4.034493897,3.572815303,5.199999809,4.624330044,3.747920036,3.729640007,4.739749908,4.46517992,3.70240283,,3.70240283,203,76.31442261,69.32437897,37.9,213,,4.739749908,3.70240283,4.739749908,3.7,,,7.5,13.02600002,,44.5244751,22,21,33,30,0.11,0.060216367,-0.62,-0.81693244,-0.47,-0.552872658,-0.33,-0.593126953,-0.54,-0.753424048,40.6,45.2,36.3,30.8,54.3,48.7,50,50,25.7,0.380717051,0.971,0.86960688,18,17.96407186,15.06024096,0.013047653,0.012
Zimbabwe,ZWE,17000000,386847,43.2,22.1,28.6,0.535,0.593,29.7,1.5,5.849419762,36.05568617,33.84033961,31.72574199,33.58151381,2556.793484,2408.154197,2251.455674,2444.478237,4.82421054,5.849419762,6.13835001,5.812789917,5.47262001,5.818779945,3.866110086,,,,3.866110086,182,141.3693078,103.0282722,,458,7.53068018,3.866110086,,3.866110086,,15.30251026,13.63716984,5.1,5.173999786,13.5,52.74766922,10,11,20,17,-0.77,-1.026783109,-1.19,-1.242930412,-1.56,-1.37249732,-1.38,-1.260688782,-1.27,-1.257896781,33,16.3,18.9,20.6,44,33.1,10,10,30.6,0.80297852,0.54,0.65960938,32.6,31.48148148,31.85185185,0.000135301,0.007
