country,iso_country_code_2018,metric,value,metric_type,latest,metric_no_year,ranking,metric_rank,country_strengths_order,country_weaknesses_order,country_strengths_order_by_broad_metric,country_weaknesses_order_by_broad_metric
Indonesia,IDN,surface_area_(km2)_2018,1811569.0,descriptive,1,surface_area_(km2),high,15.0,2.0,2.0,2.0,2.0
Iran,IRN,surface_area_(km2)_2018,1531595.0,descriptive,1,surface_area_(km2),high,18.0,2.0,2.0,2.0,2.0
Iraq,IRQ,surface_area_(km2)_2018,437367.0,descriptive,1,surface_area_(km2),high,56.0,2.0,1.0,2.0,1.0
Ireland,IRL,surface_area_(km2)_2018,68883.0,descriptive,1,surface_area_(km2),high,119.0,1.0,2.0,1.0,2.0
Israel,ISR,surface_area_(km2)_2018,20330.0,descriptive,1,surface_area_(km2),high,150.0,3.0,1.0,3.0,1.0
Italy,ITA,surface_area_(km2)_2018,294140.0,descriptive,1,surface_area_(km2),high,72.0,2.0,2.0,2.0,2.0
Jamaica,JAM,surface_area_(km2)_2018,10831.0,descriptive,1,surface_area_(km2),high,159.0,3.0,1.0,3.0,1.0
Japan,JPN,surface_area_(km2)_2018,364485.0,descriptive,1,surface_area_(km2),high,61.0,2.0,2.0,2.0,2.0
Jordan,JOR,surface_area_(km2)_2018,88802.0,descriptive,1,surface_area_(km2),high,110.0,3.0,1.0,3.0,1.0
Kazakhstan,KAZ,surface_area_(km2)_2018,2699700.0,descriptive,1,surface_area_(km2),high,9.0,1.0,3.0,1.0,3.0
Kenya,KEN,surface_area_(km2)_2018,569140.0,descriptive,1,surface_area_(km2),high,46.0,3.0,1.0,3.0,1.0
Korea (Dem. People’s Rep.),PRK,surface_area_(km2)_2018,120408.0,descriptive,1,surface_area_(km2),high,96.0,2.0,1.0,2.0,1.0
Korea (Rep.),KOR,surface_area_(km2)_2018,96920.0,descriptive,1,surface_area_(km2),high,105.0,3.0,1.0,3.0,1.0
Kosovo,,surface_area_(km2)_2018,10887.0,descriptive,1,surface_area_(km2),high,158.0,3.0,1.0,3.0,1.0
Kuwait,KWT,surface_area_(km2)_2018,17818.0,descriptive,1,surface_area_(km2),high,153.0,2.0,1.0,2.0,1.0
Kyrgyzstan,KGZ,surface_area_(km2)_2018,191801.0,descriptive,1,surface_area_(km2),high,86.0,1.0,3.0,1.0,3.0
Laos,LAO,surface_area_(km2)_2018,230800.0,descriptive,1,surface_area_(km2),high,79.0,1.0,3.0,1.0,3.0
Latvia,LVA,surface_area_(km2)_2018,62249.0,descriptive,1,surface_area_(km2),high,122.0,2.0,2.0,2.0,2.0
Lebanon,LBN,surface_area_(km2)_2018,10230.0,descriptive,1,surface_area_(km2),high,160.0,2.0,1.0,2.0,1.0
Lesotho,LSO,surface_area_(km2)_2018,30355.0,descriptive,1,surface_area_(km2),high,136.0,2.0,2.0,2.0,2.0
Liberia,LBR,surface_area_(km2)_2018,96320.0,descriptive,1,surface_area_(km2),high,106.0,1.0,3.0,1.0,3.0
Libya,LBY,surface_area_(km2)_2018,1759540.0,descriptive,1,surface_area_(km2),high,16.0,1.0,2.0,1.0,2.0
Lithuania,LTU,surface_area_(km2)_2018,62680.0,descriptive,1,surface_area_(km2),high,121.0,2.0,2.0,2.0,2.0
Luxembourg,LUX,surface_area_(km2)_2018,2586.0,descriptive,1,surface_area_(km2),high,167.0,3.0,1.0,3.0,1.0
Macedonia,MKD,surface_area_(km2)_2018,25433.0,descriptive,1,surface_area_(km2),high,145.0,3.0,1.0,3.0,1.0
Madagascar,MDG,surface_area_(km2)_2018,581540.0,descriptive,1,surface_area_(km2),high,44.0,1.0,3.0,1.0,3.0
Malawi,MWI,surface_area_(km2)_2018,94080.0,descriptive,1,surface_area_(km2),high,107.0,3.0,1.0,3.0,1.0
Malaysia,MYS,surface_area_(km2)_2018,328657.0,descriptive,1,surface_area_(km2),high,64.0,3.0,1.0,3.0,1.0
Maldives,MDV,surface_area_(km2)_2018,298.0,descriptive,1,surface_area_(km2),high,174.0,3.0,1.0,3.0,1.0
Mali,MLI,surface_area_(km2)_2018,1220190.0,descriptive,1,surface_area_(km2),high,23.0,1.0,3.0,1.0,3.0
Malta,MLT,surface_area_(km2)_2018,316.0,descriptive,1,surface_area_(km2),high,173.0,3.0,1.0,3.0,1.0
Mauritania,MRT,surface_area_(km2)_2018,1030700.0,descriptive,1,surface_area_(km2),high,27.0,1.0,3.0,1.0,3.0
Mauritius,MUS,surface_area_(km2)_2018,2030.0,descriptive,1,surface_area_(km2),high,169.0,3.0,1.0,3.0,1.0
Mexico,MEX,surface_area_(km2)_2018,1943945.0,descriptive,1,surface_area_(km2),high,13.0,2.0,2.0,2.0,2.0
Moldova,MDA,surface_area_(km2)_2018,32891.0,descriptive,1,surface_area_(km2),high,134.0,2.0,2.0,2.0,2.0
Mongolia,MNG,surface_area_(km2)_2018,1553556.0,descriptive,1,surface_area_(km2),high,17.0,1.0,3.0,1.0,3.0
Montenegro,MNE,surface_area_(km2)_2018,13452.0,descriptive,1,surface_area_(km2),high,156.0,2.0,2.0,2.0,2.0
Morocco,MAR,surface_area_(km2)_2018,446300.0,descriptive,1,surface_area_(km2),high,55.0,2.0,2.0,2.0,2.0
Mozambique,MOZ,surface_area_(km2)_2018,786380.0,descriptive,1,surface_area_(km2),high,34.0,1.0,3.0,1.0,3.0
Myanmar,MMR,surface_area_(km2)_2018,676575.0,descriptive,1,surface_area_(km2),high,39.0,2.0,1.0,2.0,1.0
Namibia,NAM,surface_area_(km2)_2018,823290.0,descriptive,1,surface_area_(km2),high,33.0,2.0,2.0,2.0,2.0
Nepal,NPL,surface_area_(km2)_2018,143351.0,descriptive,1,surface_area_(km2),high,92.0,2.0,2.0,2.0,2.0
Netherlands,NLD,surface_area_(km2)_2018,33893.0,descriptive,1,surface_area_(km2),high,133.0,3.0,1.0,3.0,1.0
New Zealand,NZL,surface_area_(km2)_2018,264537.0,descriptive,1,surface_area_(km2),high,75.0,1.0,3.0,1.0,3.0
Nicaragua,NIC,surface_area_(km2)_2018,119990.0,descriptive,1,surface_area_(km2),high,97.0,2.0,2.0,2.0,2.0
Niger,NER,surface_area_(km2)_2018,1266700.0,descriptive,1,surface_area_(km2),high,20.0,1.0,3.0,1.0,3.0
Nigeria,NGA,surface_area_(km2)_2018,910768.0,descriptive,1,surface_area_(km2),high,30.0,3.0,1.0,3.0,1.0
Norway,NOR,surface_area_(km2)_2018,304282.0,descriptive,1,surface_area_(km2),high,68.0,1.0,3.0,1.0,3.0
Oman,OMN,surface_area_(km2)_2018,309500.0,descriptive,1,surface_area_(km2),high,67.0,1.0,2.0,1.0,2.0
Pakistan,PAK,surface_area_(km2)_2018,770875.0,descriptive,1,surface_area_(km2),high,35.0,2.0,2.0,2.0,2.0
Panama,PAN,surface_area_(km2)_2018,74340.0,descriptive,1,surface_area_(km2),high,116.0,2.0,2.0,2.0,2.0
Papua New Guinea,PNG,surface_area_(km2)_2018,452860.0,descriptive,1,surface_area_(km2),high,54.0,2.0,2.0,2.0,2.0
Paraguay,PRY,surface_area_(km2)_2018,397302.0,descriptive,1,surface_area_(km2),high,59.0,2.0,2.0,2.0,2.0
Peru,PER,surface_area_(km2)_2018,1279996.0,descriptive,1,surface_area_(km2),high,19.0,1.0,3.0,1.0,3.0
Philippines,PHL,surface_area_(km2)_2018,298170.0,descriptive,1,surface_area_(km2),high,71.0,3.0,1.0,3.0,1.0
Poland,POL,surface_area_(km2)_2018,304255.0,descriptive,1,surface_area_(km2),high,69.0,2.0,2.0,2.0,2.0
Portugal,PRT,surface_area_(km2)_2018,91470.0,descriptive,1,surface_area_(km2),high,108.0,3.0,1.0,3.0,1.0
Qatar,QAT,surface_area_(km2)_2018,11586.0,descriptive,1,surface_area_(km2),high,157.0,2.0,1.0,2.0,1.0
Romania,ROU,surface_area_(km2)_2018,229891.0,descriptive,1,surface_area_(km2),high,80.0,2.0,2.0,2.0,2.0
Russia,RUS,surface_area_(km2)_2018,16377742.0,descriptive,1,surface_area_(km2),high,1.0,1.0,3.0,1.0,3.0
Rwanda,RWA,surface_area_(km2)_2018,24668.0,descriptive,1,surface_area_(km2),high,146.0,3.0,1.0,3.0,1.0
Saudi Arabia,SAU,surface_area_(km2)_2018,2149690.0,descriptive,1,surface_area_(km2),high,12.0,1.0,3.0,1.0,3.0
Senegal,SEN,surface_area_(km2)_2018,192530.0,descriptive,1,surface_area_(km2),high,85.0,3.0,1.0,3.0,1.0
Serbia,SRB,surface_area_(km2)_2018,77474.0,descriptive,1,surface_area_(km2),high,114.0,3.0,1.0,3.0,1.0
Sierra Leone,SLE,surface_area_(km2)_2018,71620.0,descriptive,1,surface_area_(km2),high,117.0,3.0,1.0,3.0,1.0
Singapore,SGP,surface_area_(km2)_2018,709.2,descriptive,1,surface_area_(km2),high,171.0,3.0,1.0,3.0,1.0
Slovakia,SVK,surface_area_(km2)_2018,48105.0,descriptive,1,surface_area_(km2),high,128.0,2.0,2.0,2.0,2.0
Slovenia,SVN,surface_area_(km2)_2018,20151.0,descriptive,1,surface_area_(km2),high,151.0,3.0,1.0,3.0,1.0
Solomon Islands,SLB,surface_area_(km2)_2018,27986.0,descriptive,1,surface_area_(km2),high,141.0,1.0,2.0,1.0,2.0
Somalia,SOM,surface_area_(km2)_2018,627337.0,descriptive,1,surface_area_(km2),high,42.0,1.0,2.0,1.0,2.0
South Africa,ZAF,surface_area_(km2)_2018,1214470.0,descriptive,1,surface_area_(km2),high,24.0,3.0,2.0,3.0,2.0
South Sudan,SSD,surface_area_(km2)_2018,644329.0,descriptive,1,surface_area_(km2),high,41.0,2.0,2.0,2.0,2.0
Spain,ESP,surface_area_(km2)_2018,498980.0,descriptive,1,surface_area_(km2),high,51.0,2.0,2.0,2.0,2.0
Sri Lanka,LKA,surface_area_(km2)_2018,64630.0,descriptive,1,surface_area_(km2),high,120.0,3.0,1.0,3.0,1.0
Sudan,SDN,surface_area_(km2)_2018,1861484.0,descriptive,1,surface_area_(km2),high,14.0,1.0,2.0,1.0,2.0
Suriname,SUR,surface_area_(km2)_2018,156000.0,descriptive,1,surface_area_(km2),high,90.0,1.0,2.0,1.0,2.0
Sweden,SWE,surface_area_(km2)_2018,410335.0,descriptive,1,surface_area_(km2),high,58.0,1.0,3.0,1.0,3.0
Switzerland,CHE,surface_area_(km2)_2018,39997.0,descriptive,1,surface_area_(km2),high,131.0,3.0,1.0,3.0,1.0
Syria,SYR,surface_area_(km2)_2018,183630.0,descriptive,1,surface_area_(km2),high,87.0,2.0,1.0,2.0,1.0
Taiwan,TWN,surface_area_(km2)_2018,32260.0,descriptive,1,surface_area_(km2),high,135.0,3.0,1.0,3.0,1.0
Tajikistan,TJK,surface_area_(km2)_2018,141510.0,descriptive,1,surface_area_(km2),high,93.0,1.0,3.0,1.0,3.0
Tanzania,TZA,surface_area_(km2)_2018,885800.0,descriptive,1,surface_area_(km2),high,31.0,2.0,2.0,2.0,2.0
Thailand,THA,surface_area_(km2)_2018,510890.0,descriptive,1,surface_area_(km2),high,50.0,3.0,1.0,3.0,1.0
Timor-Leste,TLS,surface_area_(km2)_2018,14874.0,descriptive,1,surface_area_(km2),high,155.0,3.0,1.0,3.0,1.0
Togo,TGO,surface_area_(km2)_2018,54385.0,descriptive,1,surface_area_(km2),high,124.0,3.0,1.0,3.0,1.0
Trinidad and Tobago,TTO,surface_area_(km2)_2018,5128.0,descriptive,1,surface_area_(km2),high,165.0,2.0,1.0,2.0,1.0
Tunisia,TUN,surface_area_(km2)_2018,155360.0,descriptive,1,surface_area_(km2),high,91.0,3.0,1.0,3.0,1.0
Turkiye,TUR,surface_area_(km2)_2018,769632.0,descriptive,1,surface_area_(km2),high,36.0,2.0,2.0,2.0,2.0
Turkmenistan,TKM,surface_area_(km2)_2018,469930.0,descriptive,1,surface_area_(km2),high,53.0,1.0,3.0,1.0,3.0
Uganda,UGA,surface_area_(km2)_2018,197100.0,descriptive,1,surface_area_(km2),high,83.0,3.0,1.0,3.0,1.0
Ukraine,UKR,surface_area_(km2)_2018,579330.0,descriptive,1,surface_area_(km2),high,45.0,2.0,2.0,2.0,2.0
United Arab Emirates,ARE,surface_area_(km2)_2018,83600.0,descriptive,1,surface_area_(km2),high,111.0,2.0,1.0,2.0,1.0
United Kingdom,GBR,surface_area_(km2)_2018,241930.0,descriptive,1,surface_area_(km2),high,78.0,2.0,2.0,2.0,2.0
United States,USA,surface_area_(km2)_2018,9147593.0,descriptive,1,surface_area_(km2),high,3.0,2.0,3.0,2.0,3.0
Uruguay,URY,surface_area_(km2)_2018,175015.0,descriptive,1,surface_area_(km2),high,89.0,2.0,2.0,2.0,2.0
Uzbekistan,UZB,surface_area_(km2)_2018,425400.0,descriptive,1,surface_area_(km2),high,57.0,2.0,2.0,2.0,2.0
Venezuela,VEN,surface_area_(km2)_2018,882050.0,descriptive,1,surface_area_(km2),high,32.0,1.0,3.0,1.0,3.0
Vietnam,VNM,surface_area_(km2)_2018,310070.0,descriptive,1,surface_area_(km2),high,66.0,2.0,2.0,2.0,2.0
Yemen,YEM,surface_area_(km2)_2018,527968.0,descriptive,1,surface_area_(km2),high,49.0,1.0,3.0,1.0,3.0
Zambia,ZMB,surface_area_(km2)_2018,743398.0,descriptive,1,surface_area_(km2),high,38.0,2.0,2.0,2.0,2.0
Zimbabwe,ZWE,surface_area_(km2)_2018,386847.0,descriptive,1,surface_area_(km2),high,60.0,2.0,2.0,2.0,2.0
Afghanistan,AFG,happy_planet_index_2016,20.2,output,0,happy_planet_index,high,108.0,6.0,18.0,4.0,
Albania,ALB,happy_planet_index_2016,36.8,output,0,happy_planet_index,high,11.0,3.0,26.0,3.0,
Algeria,DZA,happy_planet_index_2016,33.3,output,0,happy_planet_index,high,28.0,1.0,27.0,1.0,
Argentina,ARG,happy_planet_index_2016,35.2,output,0,happy_planet_index,high,18.0,2.0,27.0,2.0,
Armenia,ARM,happy_planet_index_2016,25.7,output,0,happy_planet_index,high,70.0,12.0,16.0,,7.0
Australia,AUS,happy_planet_index_2016,21.2,output,0,happy_planet_index,high,103.0,26.0,3.0,,3.0
Austria,AUT,happy_planet_index_2016,30.5,output,0,happy_planet_index,high,40.0,15.0,14.0,8.0,
Bangladesh,BGD,happy_planet_index_2016,38.4,output,0,happy_planet_index,high,7.0,1.0,27.0,1.0,
Belarus,BLR,happy_planet_index_2016,21.7,output,0,happy_planet_index,high,100.0,21.0,8.0,,6.0
Belgium,BEL,happy_planet_index_2016,23.7,output,0,happy_planet_index,high,85.0,22.0,7.0,12.0,
Belize,BLZ,happy_planet_index_2016,33.8,output,0,happy_planet_index,high,25.0,3.0,23.0,3.0,12.0
Benin,BEN,happy_planet_index_2016,13.4,output,0,happy_planet_index,high,133.0,21.0,8.0,,5.0
Bhutan,BTN,happy_planet_index_2016,28.6,output,0,happy_planet_index,high,54.0,7.0,19.0,5.0,
Bolivia,BOL,happy_planet_index_2016,23.3,output,0,happy_planet_index,high,89.0,12.0,17.0,,10.0
Bosnia and Herzegovina,BIH,happy_planet_index_2016,25.3,output,0,happy_planet_index,high,74.0,14.0,13.0,,8.0
Botswana,BWA,happy_planet_index_2016,16.6,output,0,happy_planet_index,high,123.0,21.0,7.0,10.0,
Brazil,BRA,happy_planet_index_2016,34.3,output,0,happy_planet_index,high,21.0,7.0,22.0,,12.0
Bulgaria,BGR,happy_planet_index_2016,20.4,output,0,happy_planet_index,high,107.0,28.0,1.0,,1.0
Burkina Faso,BFA,happy_planet_index_2016,17.9,output,0,happy_planet_index,high,116.0,19.0,10.0,,6.0
Burundi,BDI,happy_planet_index_2016,15.6,output,0,happy_planet_index,high,127.0,5.0,22.0,,11.0
Cambodia,KHM,happy_planet_index_2016,25.6,output,0,happy_planet_index,high,72.0,7.0,21.0,,12.0
Cameroon,CMR,happy_planet_index_2016,16.7,output,0,happy_planet_index,high,121.0,14.0,14.0,,8.0
Canada,CAN,happy_planet_index_2016,23.9,output,0,happy_planet_index,high,83.0,23.0,5.0,13.0,
Chad,TCD,happy_planet_index_2016,12.8,output,0,happy_planet_index,high,136.0,11.0,17.0,8.0,
Chile,CHL,happy_planet_index_2016,31.7,output,0,happy_planet_index,high,33.0,8.0,21.0,6.0,
China,CHN,happy_planet_index_2016,25.7,output,0,happy_planet_index,high,70.0,17.0,10.0,9.0,
Colombia,COL,happy_planet_index_2016,40.7,output,0,happy_planet_index,high,2.0,2.0,26.0,2.0,13.0
Comoros,COM,happy_planet_index_2016,23.1,output,0,happy_planet_index,high,91.0,4.0,22.0,4.0,11.0
Congo (Rep.),COG,happy_planet_index_2016,18.8,output,0,happy_planet_index,high,113.0,4.0,24.0,,12.0
Costa Rica,CRI,happy_planet_index_2016,44.7,output,0,happy_planet_index,high,1.0,1.0,27.0,1.0,14.0
Cote d'Ivoire,CIV,happy_planet_index_2016,14.4,output,0,happy_planet_index,high,131.0,23.0,5.0,,5.0
Croatia,HRV,happy_planet_index_2016,30.2,output,0,happy_planet_index,high,45.0,13.0,16.0,11.0,
Cyprus,CYP,happy_planet_index_2016,30.7,output,0,happy_planet_index,high,39.0,16.0,13.0,11.0,
Czech Republic,CZE,happy_planet_index_2016,27.3,output,0,happy_planet_index,high,62.0,25.0,4.0,,3.0
Denmark,DNK,happy_planet_index_2016,32.7,output,0,happy_planet_index,high,30.0,16.0,13.0,9.0,
Djibouti,DJI,happy_planet_index_2016,16.4,output,0,happy_planet_index,high,124.0,13.0,13.0,8.0,8.0
Dominican Republic,DOM,happy_planet_index_2016,30.3,output,0,happy_planet_index,high,43.0,8.0,21.0,,10.0
Ecuador,ECU,happy_planet_index_2016,37.0,output,0,happy_planet_index,high,9.0,2.0,27.0,,14.0
Egypt,EGY,happy_planet_index_2016,23.8,output,0,happy_planet_index,high,84.0,11.0,16.0,7.0,9.0
El Salvador,SLV,happy_planet_index_2016,35.6,output,0,happy_planet_index,high,16.0,4.0,23.0,,12.0
Estonia,EST,happy_planet_index_2016,17.9,output,0,happy_planet_index,high,116.0,25.0,4.0,13.0,
Eswatini,SWZ,happy_planet_index_2016,15.5,output,0,happy_planet_index,high,128.0,17.0,8.0,9.0,4.0
Ethiopia,ETH,happy_planet_index_2016,26.7,output,0,happy_planet_index,high,64.0,10.0,17.0,6.0,
Finland,FIN,happy_planet_index_2016,31.3,output,0,happy_planet_index,high,35.0,17.0,12.0,,6.0
France,FRA,happy_planet_index_2016,30.4,output,0,happy_planet_index,high,42.0,19.0,9.0,,5.0
Gabon,GAB,happy_planet_index_2016,17.5,output,0,happy_planet_index,high,118.0,16.0,12.0,,6.0
Georgia,GEO,happy_planet_index_2016,31.1,output,0,happy_planet_index,high,37.0,7.0,21.0,6.0,
Germany,DEU,happy_planet_index_2016,29.8,output,0,happy_planet_index,high,47.0,23.0,6.0,,4.0
Ghana,GHA,happy_planet_index_2016,21.4,output,0,happy_planet_index,high,102.0,16.0,11.0,8.0,
Greece,GRC,happy_planet_index_2016,23.6,output,0,happy_planet_index,high,87.0,22.0,7.0,,6.0
Guatemala,GTM,happy_planet_index_2016,34.2,output,0,happy_planet_index,high,23.0,3.0,24.0,,12.0
Haiti,HTI,happy_planet_index_2016,28.6,output,0,happy_planet_index,high,54.0,2.0,26.0,2.0,
Honduras,HND,happy_planet_index_2016,27.2,output,0,happy_planet_index,high,63.0,6.0,23.0,,13.0
Hungary,HUN,happy_planet_index_2016,26.4,output,0,happy_planet_index,high,66.0,25.0,4.0,13.0,
Iceland,ISL,happy_planet_index_2016,31.1,output,0,happy_planet_index,high,37.0,14.0,14.0,10.0,
India,IND,happy_planet_index_2016,29.2,output,0,happy_planet_index,high,48.0,10.0,18.0,5.0,
Indonesia,IDN,happy_planet_index_2016,35.7,output,0,happy_planet_index,high,15.0,5.0,24.0,2.0,
Iran,IRN,happy_planet_index_2016,24.0,output,0,happy_planet_index,high,82.0,11.0,16.0,6.0,10.0
Iraq,IRQ,happy_planet_index_2016,26.5,output,0,happy_planet_index,high,65.0,7.0,17.0,4.0,
Ireland,IRL,happy_planet_index_2016,30.0,output,0,happy_planet_index,high,46.0,22.0,6.0,,4.0
Israel,ISR,happy_planet_index_2016,28.8,output,0,happy_planet_index,high,52.0,24.0,5.0,,4.0
Italy,ITA,happy_planet_index_2016,28.1,output,0,happy_planet_index,high,58.0,19.0,9.0,,7.0
Jamaica,JAM,happy_planet_index_2016,36.9,output,0,happy_planet_index,high,10.0,3.0,25.0,,12.0
Japan,JPN,happy_planet_index_2016,28.3,output,0,happy_planet_index,high,56.0,22.0,6.0,,4.0
Kazakhstan,KAZ,happy_planet_index_2016,19.1,output,0,happy_planet_index,high,111.0,25.0,4.0,13.0,
Kenya,KEN,happy_planet_index_2016,24.2,output,0,happy_planet_index,high,81.0,13.0,15.0,,9.0
Korea (Rep.),KOR,happy_planet_index_2016,24.8,output,0,happy_planet_index,high,77.0,17.0,6.0,9.0,
Kyrgyzstan,KGZ,happy_planet_index_2016,33.1,output,0,happy_planet_index,high,29.0,3.0,26.0,,13.0
Latvia,LVA,happy_planet_index_2016,17.1,output,0,happy_planet_index,high,119.0,25.0,2.0,13.0,
Lebanon,LBN,happy_planet_index_2016,21.9,output,0,happy_planet_index,high,98.0,16.0,12.0,8.0,
Lesotho,LSO,happy_planet_index_2016,16.7,output,0,happy_planet_index,high,121.0,5.0,23.0,4.0,
Liberia,LBR,happy_planet_index_2016,22.2,output,0,happy_planet_index,high,93.0,5.0,23.0,,11.0
Lithuania,LTU,happy_planet_index_2016,21.0,output,0,happy_planet_index,high,105.0,24.0,5.0,13.0,
Luxembourg,LUX,happy_planet_index_2016,13.2,output,0,happy_planet_index,high,134.0,27.0,2.0,14.0,
Macedonia,MKD,happy_planet_index_2016,23.4,output,0,happy_planet_index,high,88.0,16.0,10.0,,5.0
Malawi,MWI,happy_planet_index_2016,22.1,output,0,happy_planet_index,high,95.0,9.0,20.0,7.0,
Malaysia,MYS,happy_planet_index_2016,30.3,output,0,happy_planet_index,high,43.0,13.0,15.0,8.0,
Malta,MLT,happy_planet_index_2016,29.0,output,0,happy_planet_index,high,50.0,20.0,9.0,12.0,
Mauritania,MRT,happy_planet_index_2016,18.0,output,0,happy_planet_index,high,115.0,7.0,21.0,6.0,
Mauritius,MUS,happy_planet_index_2016,27.4,output,0,happy_planet_index,high,61.0,14.0,14.0,,8.0
Mexico,MEX,happy_planet_index_2016,40.7,output,0,happy_planet_index,high,2.0,1.0,28.0,1.0,
Mongolia,MNG,happy_planet_index_2016,14.3,output,0,happy_planet_index,high,132.0,24.0,4.0,13.0,
Montenegro,MNE,happy_planet_index_2016,25.1,output,0,happy_planet_index,high,76.0,18.0,10.0,10.0,
Morocco,MAR,happy_planet_index_2016,32.7,output,0,happy_planet_index,high,30.0,5.0,23.0,4.0,
Mozambique,MOZ,happy_planet_index_2016,23.7,output,0,happy_planet_index,high,85.0,7.0,21.0,,12.0
Myanmar,MMR,happy_planet_index_2016,24.7,output,0,happy_planet_index,high,79.0,9.0,19.0,5.0,
Namibia,NAM,happy_planet_index_2016,21.6,output,0,happy_planet_index,high,101.0,7.0,19.0,5.0,
Nepal,NPL,happy_planet_index_2016,30.5,output,0,happy_planet_index,high,40.0,4.0,24.0,,13.0
Netherlands,NLD,happy_planet_index_2016,35.3,output,0,happy_planet_index,high,17.0,16.0,11.0,9.0,5.0
New Zealand,NZL,happy_planet_index_2016,31.3,output,0,happy_planet_index,high,35.0,16.0,12.0,,6.0
Nicaragua,NIC,happy_planet_index_2016,38.7,output,0,happy_planet_index,high,6.0,1.0,27.0,1.0,
Niger,NER,happy_planet_index_2016,16.8,output,0,happy_planet_index,high,120.0,11.0,17.0,,10.0
Nigeria,NGA,happy_planet_index_2016,22.2,output,0,happy_planet_index,high,93.0,8.0,21.0,5.0,
Norway,NOR,happy_planet_index_2016,36.8,output,0,happy_planet_index,high,11.0,11.0,18.0,6.0,
Oman,OMN,happy_planet_index_2016,21.1,output,0,happy_planet_index,high,104.0,19.0,6.0,11.0,5.0
Pakistan,PAK,happy_planet_index_2016,31.5,output,0,happy_planet_index,high,34.0,6.0,23.0,3.0,
Panama,PAN,happy_planet_index_2016,39.5,output,0,happy_planet_index,high,5.0,3.0,25.0,3.0,14.0
Paraguay,PRY,happy_planet_index_2016,23.3,output,0,happy_planet_index,high,89.0,15.0,13.0,,9.0
Peru,PER,happy_planet_index_2016,34.6,output,0,happy_planet_index,high,20.0,4.0,25.0,,14.0
Philippines,PHL,happy_planet_index_2016,35.0,output,0,happy_planet_index,high,19.0,3.0,26.0,,14.0
Poland,POL,happy_planet_index_2016,27.5,output,0,happy_planet_index,high,60.0,24.0,5.0,13.0,
Portugal,PRT,happy_planet_index_2016,24.8,output,0,happy_planet_index,high,77.0,23.0,6.0,,5.0
Romania,ROU,happy_planet_index_2016,28.8,output,0,happy_planet_index,high,52.0,16.0,13.0,8.0,
Russia,RUS,happy_planet_index_2016,18.7,output,0,happy_planet_index,high,114.0,23.0,6.0,12.0,
Rwanda,RWA,happy_planet_index_2016,19.6,output,0,happy_planet_index,high,109.0,14.0,14.0,8.0,
Senegal,SEN,happy_planet_index_2016,21.9,output,0,happy_planet_index,high,98.0,13.0,16.0,,9.0
Serbia,SRB,happy_planet_index_2016,29.0,output,0,happy_planet_index,high,50.0,5.0,24.0,,13.0
Sierra Leone,SLE,happy_planet_index_2016,15.3,output,0,happy_planet_index,high,129.0,9.0,20.0,7.0,
Slovakia,SVK,happy_planet_index_2016,28.2,output,0,happy_planet_index,high,57.0,17.0,12.0,10.0,
Slovenia,SVN,happy_planet_index_2016,24.6,output,0,happy_planet_index,high,80.0,22.0,7.0,,4.0
South Africa,ZAF,happy_planet_index_2016,15.9,output,0,happy_planet_index,high,125.0,17.0,11.0,10.0,
Spain,ESP,happy_planet_index_2016,36.0,output,0,happy_planet_index,high,14.0,3.0,26.0,3.0,
